City,Country,Code,International code
Tashkent,Uzbekistan,TAS,UTTT
Tashkent,Uzbekistan,\N,UTTP
Tasikmalaya,Indonesia,TSY,WICM
Tasiujaq,Canada,YTQ,CYTQ
Tasiusaq,Greenland,\N,BGTA
Tasiusaq,Greenland,\N,BGTQ
Tatakoto,French Polynesia,TKV,NTGO
Tatalina,United States,TLJ,PATL
Tateyama,Japan,\N,RJTE
Taubaté,Brazil,QHP,SBTA
Taungoo,Burma,\N,VYTO
Taunton,United States,\N,KTAN
Taupo,New Zealand,TUO,NZAP
Taura,Ecuador,\N,SETA
Tauranga,New Zealand,TRG,NZTG
Tawau,Malaysia,TWU,WBKW
Taytay,Philippines,RZP,RPSD
Tbilisi,Georgia,TBS,UGTB
Tchibanga,Gabon,TCH,FOOT
Tebessa,Algeria,TEE,DABS
Teesside,United Kingdom,MME,EGNV
Tefe,Brazil,TFF,SBTF
Tegucigalpa,Honduras,TGU,MHTG
Teheran,Iran,\N,OIID
Teheran,Iran,\N,OIIG
Teheran,Iran,THR,OIII
Tehran,Iran,IKA,OIIE
Tehuacan,Mexico,TCN,MMHC
Teisko,Finland,\N,EFTS
Teixeira de Freitas,Brazil,TXF,SNTF
Tela,Honduras,TEA,MHTE
Tel-aviv,Israel,TLV,LLBG
Tel-aviv,Israel,SDV,LLSD
Telemaco Borba,Brazil,TEC,SBTL
Telfer,Australia,TEF,YTEF
TELGTE,Germany,\N,EDLO
Teller,United States,TLA,PATE
Telluride,United States,TEX,KTEX
Tel-nof,Israel,\N,LLEK
Temora,Australia,TEM,YTEM
Temple,United States,TPL,KTPL
Temuco,Chile,PZS,SCTC
Temuco,Chile,ZCO,SCQP
Tena,Ecuador,\N,SETE
Tena,Ecuador,TNW,SEJD
Tenerife,Spain,TFS,GCTS
Tenerife,Spain,TFN,GCXO
Tengah,Singapore,TGA,WSAT
Tengchong,China,TCZ,ZUTC
Tennant Creek,Australia,TCA,YTNK
Teofilo Otoni,Brazil,TFL,SNTO
Tepic,Mexico,TPQ,MMEP
Teresina,Brazil,THE,SBTE
Termez,Uzbekistan,TMJ,UTST
Ternate,Indonesia,TTE,WAMT
Ternhill,United Kingdom,\N,EGOE
Ternopol,Ukraine,\N,UKLT
Terrace,Canada,YXT,CYXT
Terre Haute,United States,HUF,KHUF
Teruel,Spain,TEV,LETL
Teslin,Canada,YZW,CYZW
Tessalit,Mali,\N,GATS
Tete,Mozambique,TET,FQTT
Tête-à-la-Baleine,Canada,ZTB,CTB6
Teterboro,United States,TEB,KTEB
Tetiaroa,French Polynesia,TTI,NTTE
Tetouan,Morocco,TTU,GMTN
Texada,Canada,YGB,CYGB
Texarkana,United States,TXK,KTXK
Texel,Netherlands,\N,EHTX
Tezpur,India,TEZ,VETZ
Tezu,India,TEI,VETJ
Thalmaessing,Germany,\N,EDPW
Thamkharka,Nepal,\N,VNTH
Thandwe,Burma,SNW,VYTD
Thargomindah,Australia,XTG,YTGM
The Dalles,United States,DLS,KDLS
The Granites,Australia,\N,YTGT
The Pas,Canada,YQD,CYQD
The Valley,Anguilla,AXA,TQPF
Theodore,Australia,TDR,YTDR
Thessaloniki,Greece,SKG,LGTS
Thicket Portage,Canada,YTD,CZLQ
Thief River Falls,United States,TVF,KTVF
Thimarafushi,Maldives,TMF,VRNT
Thimphu,Bhutan,PBH,VQPR
Thira,Greece,JTR,LGSR
Thisted,Denmark,TED,EKTS
Thomasville,United States,TVI,KTVI
Thompson,Canada,YTH,CYTH
Thomson,United States,\N,KHQU
Thorshofn,Iceland,THO,BITN
Thule,Greenland,THU,BGTL
Thumamah,Saudi Arabia,\N,OETH
Thumrait,Oman,TTH,OOTH
Thun,Switzerland,\N,LSZW
Thunder Bay,Canada,YQT,CYQT
Thurrock,United Kingdom,\N,EGMT
Ti Tree,Australia,\N,YTIT
Tianjin,China,TSN,ZBTJ
Tianshui,China,THQ,ZLTS
Tiaret,Algeria,TID,DAOB
Tidjikja,Mauritania,TIY,GQND
Tifton,United States,TMA,KTMA
Tiga,New Caledonia,TGJ,NWWA
Tijuana,Mexico,TIJ,MMTJ
Tikehau,French Polynesia,TIH,NTGC
Tiko,Cameroon,TKC,FKKC
Tikrit,Iraq,\N,ORSH
Tiksi,Russia,IKS,UEST
Tilichiki,Russia,\N,UHPT
Tillamook,United States,OTK,KTMK
Tilpa,Australia,\N,YTLP
Tilrempt,Algeria,HRM,DAFH
Timaru,New Zealand,TIU,NZTU
Timika,Indonesia,TIM,WABP
Timimoun,Algeria,TMX,DAUT
Timisoara,Romania,TSR,LRTR
Timmins,Canada,YTS,CYTS
Tin City,United States,TNC,PATC
Tindouf,Algeria,TIN,DAOF
Tingo Maria,Peru,TGI,SPGM
Tiniteqilaaq,Greenland,\N,BGTN
Tinogasta,Argentina,\N,SANI
Tioman,Malaysia,TOD,WMBT
Tippi,Ethiopia,TIE,HATP
Tiputini,Ecuador,TPN,SETI
Tirana,Albania,TIA,LATI
Tiraspol,Moldova,\N,LUTR
Tiree,United Kingdom,TRE,EGPU
Tirgu Mures,Romania,TGM,LRTM
Tiruchirappalli,India,TRZ,VOTR
Tirupeti,India,TIR,VOTP
Titusville,United States,TIX,KTIX
Tivat,Montenegro,TIV,LYTV
Tlaxcala,Mexico,\N,MMTA
Tlemcen,Algeria,TLM,DAON
Toamasina,Madagascar,TMM,FMMT
Tobruk,Libya,TOB,HLGN
Tocache,Peru,\N,SPCH
Toccoa,United States,TOC,KTOC
Tocopilla,Chile,TOQ,SCBE
Toender,Denmark,\N,EKTD
Tofino,Canada,YAZ,CYAZ
Togiak Village,United States,TOG,PATG
Tok,United States,TKJ,PFTO
Tok,United States,\N,PATJ
Tokachi,Japan,\N,RJCT
Tokat,Turkey,TJK,LTAW
Toksook Bay,United States,OOK,PAOO
Tokua,Papua New Guinea,RAB,AYTK
Tokunoshima,Japan,TKN,RJKN
Tokushima,Japan,TKS,RJOS
Tokyo,Japan,NRT,RJAA
Tokyo,Japan,HND,RJTT
Tokyo,Japan,\N,RJTF
Tola,Nicaragua,ECI,MNCE
Tolagnaro,Madagascar,FTU,FMSD
Toledo,United States,TOL,KTOL
Toledo,Brazil,TOW,SBTD
Tolhuin,Argentina,\N,SAWL
Toliara,Madagascar,TLE,FMST
Toli-Toli,Indonesia,TLI,WAMI
Tolu,Colombia,TLU,SKTL
Toluca,Mexico,TLC,MMTO
Tomah,United States,\N,KY72
Tomanggong,Malaysia,TMG,WBKM
Tomaszów Mazowiecki,Poland,\N,EPTM
Tombouctou,Mali,TOM,GATB
Tommy's Field,South Africa,\N,FATF
Tomsk,Russia,TOF,UNTT
Tongatapu,Tonga,TBU,NFTF
Tonghua,China,TNH,ZYTN
Tongliao,China,TGO,ZBTL
Tongoa Island,Vanuatu,TGH,NVST
Tongren,China,TEN,ZUTR
Tonopah,United States,XSD,KTNX
Tonopah,United States,TPH,KTPH
Toowoomba,Australia,TWB,YTWB
Toowoomba,Australia,WTB,YBWW
Topcliffe,United Kingdom,\N,EGXZ
Topeka,United States,FOE,KFOE
Topeka,United States,TOP,KTOP
Topel,Turkey,KCO,LTBQ
Toranagallu,India,VDY,VOJV
Torino,Italy,TRN,LIMF
Torit,South Sudan,\N,HSTR
Toronto,Canada,YKZ,CYKZ
Toronto,Canada,YTZ,CYTZ
Toronto,Canada,YYZ,CYYZ
Toronto,Canada,YZD,CYZD
Torrance,United States,TOA,KTOA
Torreon,Mexico,TRC,MMTC
Torsby,Sweden,TYF,ESST
Torshavn,Faroe Islands,\N,EKTB
Tortola,British Virgin Islands,EIS,TUPJ
Tortoli,Italy,TTB,LIET
Totegegie,French Polynesia,GMR,NTGJ
Totness,Suriname,TOT,SMCO
Tottori,Japan,TTJ,RJOR
Touggourt,Algeria,TGR,DAUK
Touho,New Caledonia,TOU,NWWU
Toulouse,France,\N,LFBF
Toulouse,France,TLS,LFBO
Toulouse,France,\N,LFCL
Tours,France,TUF,LFOT
Toussous-le-noble,France,TNF,LFPN
Townsville,Australia,TSV,YBTL
Toyama,Japan,TOY,RJNT
Toyooka,Japan,TJH,RJBT
Tozeur,Tunisia,TOE,DTTZ
Trabzon,Turkey,TZX,LTCG
Tracy,United States,\N,KTCY
Trail,Canada,YZZ,CAD4
Trang,Thailand,TST,VTST
Trapani,Italy,TPS,LICT
Trat,Thailand,TDX,VTBO
Traverse City,United States,TVC,KTVC
Treasure Cay,Bahamas,TCB,MYAT
Trelew,Argentina,REL,SAVT
Tremblay-en-France,France,\N,CDG2
Trencin,Slovakia,\N,LZTN
Trento (TN),Italy,\N,LIDT
Trenton,Canada,YTR,CYTR
Trenton,United States,TTN,KTTN
Tres Arroyos,Argentina,OYO,SAZH
Tres Esquinas,Colombia,TQS,SKTQ
Tres Lagoas,Brazil,TJL,SSTL
Tresco,United Kingdom,\N,EGHT
Treviso,Italy,TSF,LIPH
Treviso,Italy,\N,LIPS
Triengen,Switzerland,\N,LSPN
Trier,Germany,\N,EDRT
Trinciomalee,Sri Lanka,TRR,VCCT
Trinidad,Bolivia,TDD,SLTR
Trinidad,Cuba,TND,MUTD
Tripoli,Libya,TIP,HLLT
Tripoli,Libya,MJI,HLLM
Tripolis,Greece,\N,LGTP
Trivandrum,India,TRV,VOTV
Trois Rivieres,Canada,YRQ,CYRQ
Trollhattan,Sweden,THN,ESGT
Tromso,Norway,TOS,ENTC
Trondheim,Norway,TRD,ENVA
Troutdale,United States,TTD,KTTD
Troy,United States,TOI,KTOI
Troy,United States,\N,KVLL
Troyes,France,\N,LFQB
Truckee,United States,TKF,KTRK
Trujillo,Honduras,TJI,MHTJ
Trujillo,Peru,TRU,SPRU
Truth Or Consequences,United States,TCS,KTCS
Tsaratanana,Madagascar,\N,KTTS
Tselinograd,Kazakhstan,TSE,UACC
Tshikapa,Congo (Kinshasa),TSH,FZUK
Tsiroanomandidy,Madagascar,WTS,FMMX
Tsuiki,Japan,\N,RJFZ
Tsumeb,Namibia,TSB,FYTM
Tsushima,Japan,TSJ,RJDT
Tubu Tree Camp,Botswana,\N,FBHU
Tubuai,French Polynesia,TUB,NTAT
Tucson,United States,DMA,KDMA
Tucson,United States,TUS,KTUS
Tucson,United States,AVW,KAVQ
Tucson,United States,\N,KRYN
Tucuman,Argentina,TUC,SANT
Tucumcari,United States,TCC,KTCC
Tucupita,Venezuela,TUV,SVTC
Tucurui,Brazil,TUR,SBTU
Tuguegarao,Philippines,TUG,RPUT
Tuktoyaktuk,Canada,YUB,CYUB
Tukums,Latvia,\N,EVTA
Tulcan,Ecuador,TUA,SETU
Tulcea,Romania,TCE,LRTC
Tuli Lodge,Botswana,TLD,FBTL
Tulita,Canada,ZFN,CZFN
Tulln,Austria,\N,LOXT
Tulsa,United States,TUL,KTUL
Tulsa,United States,RVS,KRVS
Tulua,Colombia,ULQ,SKUL
Tumaco,Colombia,TCO,SKCO
Tumbes,Peru,TBP,SPME
Tumeremo,Venezuela,TMO,SVTM
Tumling Tar,Nepal,TMI,VNTR
Tunica,United States,UTM,KUTA
Tunis,Tunisia,TUN,DTTA
Tunja,Colombia,\N,SKTJ
Tupelo,United States,TUP,KTUP
Tura,Russia,\N,UNIT
Turaif,Saudi Arabia,TUI,OETR
Turbat,Pakistan,TUK,OPTU
Tureia,French Polynesia,ZTA,NTGY
Turin,Italy,\N,LIMA
Turku,Finland,TKU,EFTU
Turpan,China,TLQ,ZWTP
Turtle Island,Fiji,TTL,NFUL
Turukhansk,Russia,THX,UOTT
Turweston,United Kingdom,\N,EGBT
Tuscaloosa AL,United States,TCL,KTCL
Tutuka,South Africa,\N,FATT
Tuxtla Gutierrez,Mexico,\N,MMTB
Tuxtla Gutierrez,Mexico,TGZ,MMTG
Tuy Hoa,Vietnam,TBB,VVTH
Tuzla,Romania,\N,LRTZ
Tver,Russia,KLD,UUEM
Twenty Nine Palms,United States,\N,KNXP
Twin Falls,United States,TWF,KTWF
Tyler,United States,TYR,KTYR
Tyumen,Russia,TJM,USTR
Tzaneen,South Africa,LTA,FATZ
Ua Huka,French Polynesia,UAH,NTMU
Ua Pou,French Polynesia,UAP,NTMP
Ubatuba,Brazil,UBT,SDUB
Uberaba,Brazil,UBA,SBUR
Uberlandia,Brazil,UDI,SBUL
Ubon Ratchathani,Thailand,UBP,VTUU
Udaipur,India,UDR,VAUD
Udbina,Croatia,\N,LDZU
Udon Thani,Thailand,UTH,VTUD
Uelzen,Germany,\N,EDVU
Uetersen,Germany,\N,EDHE
Ufa,Russia,UFA,UWUU
Ufa,Russia,\N,UWUM
Uige,Angola,UGO,FNUG
Ujae Atoll,Marshall Islands,UJE,UJAP
Ujung Pandang,Indonesia,UPG,WAAA
Ukhta,Russia,UCT,UUYH
Ukiah,United States,UKI,KUKI
Ukkusissat,Greenland,\N,BGUT
Ukunda,Kenya,UKA,HKUK
Ulaangom,Mongolia,ULO,ZMUG
Ulan Bator,Mongolia,ULN,ZMUB
Ulan Ude,Russia,\N,XIUW
Ulanhot,China,HLH,ZBUL
Ulan-ude,Russia,UUD,UIUU
Ulawa,Solomon Islands,RNA,AGAR
Uliastai,Mongolia,ULZ,ZMDN
Ulleung,South Korea,\N,RKDU
Ulongwe,Mozambique,\N,FQUG
Ulsan,South Korea,USN,RKPU
Ulundi,South Africa,ULD,FAUL
Uluru,Australia,AYQ,YAYE
Ulyanovsk,Russia,ULY,UWLW
Ulyanovsk,Russia,ULV,UWLL
Ulysses,United States,\N,KULS
Umea,Sweden,UME,ESNU
Umiujaq,Canada,YUD,CYMU
Umtata,South Africa,UTT,FAUT
Umuarama,Brazil,UMU,SSUM
Umuwa,Australia,\N,YUMU
Una,Brazil,UNA,SBTC
Unalakleet,United States,UNK,PAUN
Unalaska,United States,DUT,PADU
Union Island,Saint Vincent and the Grenadines,UNI,TVSU
Unst,United Kingdom,UNT,EGPW
Upala,Costa Rica,UPL,MRUP
Upernavik,Greenland,JUV,BGUK
Upernavik Kujalleq,Greenland,\N,BGKL
Upington,South Africa,UTN,FAUP
Upland,United States,CCB,KCCB
Uppsala,Sweden,\N,ESCM
Uraj,Russia,URJ,USHU
Uralsk,Kazakhstan,URA,UARR
Uranium City,Canada,YBE,CYBE
Urgench,Uzbekistan,UGC,UTNU
Uromiyeh,Iran,OMH,OITR
Ursel,Belgium,\N,EBUL
Uruapan,Mexico,UPN,MMPN
Uruguaiana,Brazil,URG,SBUG
Urumqi,China,URC,ZWWW
Urzhar,Kazakhstan,UZR,UASU
Usak,Turkey,USQ,LTBO
Ushuaia,Argentina,USH,SAWH
Usinsk,Russia,USK,UUYS
Ussel,France,\N,LFCU
Ust Ilimsk,Russia,UIK,UIBS
Ust Kamchatsk,Russia,\N,UHPK
Ust Kamenogorsk,Kazakhstan,UKK,UASK
Usti Nad Labem,Czech Republic,\N,LKUL
Ust-Kut,Russia,UKX,UITT
Ust-Kuyga,Russia,UKG,UEBT
Ust-Maya,Russia,UMS,UEMU
Ust-Nera,Russia,USR,UEMT
Ust-Tsylma,Russia,UTS,UUYX
Utila,Honduras,UII,MHUT
Utirik Island,Marshall Islands,UTK,03N
Utkela,India,\N,VEUK
Utopia,Australia,\N,YUTP
Utti,Finland,UTI,EFUT
Uummannaq,Greenland,JQA,BGUQ
Uummannaq,Greenland,UMD,BGUM
Uvalde,United States,UVA,KUVA
Uvalde,United States,\N,2XS8
Uyo,Nigeria,QUO,DNAI
Uyuni,Bolivia,UYU,SLUY
Uzhgorod,Ukraine,UDJ,UKLU
Uzyn,Ukraine,\N,UKKH
Vaasa,Finland,VAA,EFVA
Vadsø,Norway,VDS,ENVD
Værøy,Norway,VRY,ENVR
Vagar,Faroe Islands,FAE,EKVG
Vahitahi,French Polynesia,VHZ,NTUV
Vail,United States,EGE,KEGE
Val D'or,Canada,YVO,CYVO
Valdez,United States,VDZ,PAVD
Valdivia,Chile,ZAL,SCVD
Valdosta,United States,VAD,KVAD
Valdosta,United States,VLD,KVLD
Valek,Russia,\N,UOOW
Valenca,Brazil,VAL,SNVB
Valence,France,VAF,LFLU
Valencia,Spain,VLC,LEVC
Valencia,Venezuela,VLN,SVVA
Valenciennes,France,XVS,LFAV
Valentine,United States,VTN,KVTN
Valera,Venezuela,VLV,SVVL
Valesdir,Vanuatu,VLS,NVSV
Valkenburg,Netherlands,LID,EHVB
Valladolid,Spain,VLL,LEVD
Valle De La Pascua,Venezuela,VDP,SVVP
Valledupar,Colombia,VUP,SKVP
Vallenar,Chile,VLR,SCLL
Valparaiso,United States,VPS,KVPS
Valparaiso IN,United States,VPZ,KVPZ
Van,Turkey,VAN,LTCI
Van Nuys,United States,VNY,KVNY
Van Wert,United States,\N,KVNW
Vanavara,Russia,\N,UNIW
Vancouver,Canada,YVR,CYVR
Vancouver,Canada,\N,CAQ3
Vancouver,Canada,CXH,CYHC
Vancouver,Canada,\N,CAM9
Vancouver,Canada,\N,CBC7
Vangso,Sweden,\N,ESSZ
Vanimo,Papua New Guinea,VAI,AYVN
Vannes,France,VNE,LFRV
Vanua Balavu,Fiji,VBV,NFVB
Varadero,Cuba,VRA,MUVR
Varanasi,India,VNS,VIBN
Varazdin,Croatia,\N,LDVA
Vardø,Norway,VAW,ENSS
Varese,Italy,\N,LILN
Varginha,Brazil,VAG,SBVG
Varkaus,Finland,VRK,EFVR
Varna,Bulgaria,VAR,LBWN
Vasteras,Sweden,VST,ESOW
Vava'u,Tonga,VAV,NFTV
Vaxjo,Sweden,VXO,ESMX
Velikiye Luki,Russia,VLU,ULOL
Veliky Ustyug,Russia,VUS,ULWU
Venetie,United States,VEE,PAVE
Venice,Italy,VCE,LIPZ
Venice,United States,VNC,KVNC
Venice,Italy,\N,LIPV
Ventspils,Latvia,VNT,EVVA
Vera Cruz,Mexico,VER,MMVR
Vercelli,Italy,\N,LILI
Verden,Germany,\N,EDWV
Verdun,France,\N,LFGW
Verdun,France,MVV,LFHM
Vereeniging,South Africa,\N,FAVV
Verkhnevilyuysk,Russia,VHV,UENI
Vermillion,Canada,YVG,CYVG
Vernal,United States,VEL,KVEL
Vernon,Canada,YVE,CYVK
Vero Beach,United States,VRB,KVRB
Verona,Italy,\N,LIPN
Vesivehmaa,Finland,QLF,EFLA
Vesoul-frotey,France,\N,LFQW
Vesthimmerland,Denmark,\N,EKVH
Vestmannaeyjar,Iceland,VEY,BIVM
Vicenza,Italy,VIC,LIPT
Vichy,France,VHY,LFLV
Victoria,Canada,YYJ,CYYJ
Victoria,Canada,YWH,CYWH
Victoria,United States,VCT,KVCT
Victoria,Chile,ZIC,SCTO
Victoria,Canada,\N,CBF7
Victoria Falls,Zimbabwe,VFA,FVFA
Victoria River Downs,Australia,VCD,YVRD
Victorville,United States,VCV,KVCV
Vidalia,United States,VDI,KVDI
Vidsel,Sweden,\N,ESPE
Viedma,Argentina,VDM,SAVV
Vienna,Austria,VIE,LOWW
Vientiane,Laos,VTE,VLVT
Vieques Island,Puerto Rico,VQS,TJCG
Vigan,Philippines,\N,RPUQ
Vigo,Spain,VGO,LEVX
Vijayawada,India,VGA,VOBZ
Vila Bela da Santissima Trindade ,Brazil,MTG,SWVB
Vila Real,Portugal,VRL,LPVR
Vila Rica,Brazil,VLP,SWVC
Vilankulu,Mozambique,VNX,FQVL
Vilefrance,France,\N,LFHV
Vilhelmina,Sweden,VHM,ESNV
Vilhena,Brazil,BVH,SBVH
Villa Dolores,Argentina,VDR,SAOD
Villa Garzon,Colombia,VGZ,SKVG
Villa Gesell,Argentina,VLG,SAZV
Villa Maria,Argentina,\N,SAOV
Villa Montes,Bolivia,VLM,SLVM
Villa Reynolds,Argentina,VME,SAOR
Villa Rica,United States,\N,20GA
Villacoublay,France,VIY,LFPV
Villafranca,Italy,VRN,LIPX
Villahermosa,Mexico,VSA,MMVA
Villavicencio,Colombia,VVC,SKVV
Villeneuve-sur-lot,France,\N,LFCW
Vilnius,Lithuania,VNO,EYVI
Vilseck,Germany,\N,ETOI
Vilshofen,Germany,\N,EDMV
Vilyuisk,Russia,VYI,UENW
Vina del Mar,Chile,KNA,SCVM
Vineyard Haven MA,United States,MVY,KMVY
Vinh,Vietnam,VII,VVVH
Vinnitsa,Ukraine,VIN,UKWW
Virac,Philippines,VRC,RPUV
Virden,Canada,\N,CYVD
Visalia,United States,VIS,KVIS
Visby,Sweden,VBY,ESSV
Viseu,Portugal,VSE,LPVZ
Vishakhapatnam,India,VTZ,VEVZ
Vitebsk,Belarus,VTB,UMII
Viterbo,Italy,\N,LIRV
Vitim,Russia,\N,UERT
Vitoria,Spain,VIT,LEVT
Vitoria,Brazil,VIX,SBVT
Vitória Da Conquista,Brazil,VDC,SBQV
Vladimir,Russia,\N,UUBL
Vladivostok,Russia,VVO,UHWW
Vlorë,Albania,\N,LAVL
Vodochody,Czech Republic,VOD,LKVO
Vogtareuth,Germany,\N,EDNV
Vohemar,Madagascar,VOH,FMNV
Volgograd,Russia,VOG,URWW
Volkel,Netherlands,\N,EHVK
Vologda,Russia,VGD,ULWW
Vopnafjörður,Iceland,VPN,BIVO
Vorkuta,Russia,VKT,UUYW
Voronezh,Russia,VOZ,UUOO
Voss,Norway,\N,ENBM
Vredendal,South Africa,VRE,FAVR
Vrsac,Serbia,\N,LYVR
Vryburg,South Africa,VRU,FAVB
Vsar,Croatia,\N,LDPV
Vuktyl,Russia,\N,UUYK
Vumburu,Botswana,\N,FBVM
Vunisea,Fiji,KDV,NFKD
Vysoke Myto,Czech Republic,\N,LKVM
Wa,Ghana,\N,DGLW
Waala,New Caledonia,BMY,NWWC
Wabush,Canada,YWK,CYWK
Waco,United States,CNW,KCNW
Waco,United States,ACT,KACT
Waddington,United Kingdom,WTN,EGXW
Wadeye,Australia,PKT,YPKT
Wadi Halfa,Sudan,WHF,HSSW
Wadi-al-dawasir,Saudi Arabia,WAE,OEWD
Wageningen,Suriname,AGI,SMWA
Wagga Wagga,Australia,WGA,YSWG
Wahiawa,United States,HHI,PHHI
Wahoo,United States,\N,KAHQ
Waiheke Island,New Zealand,WIK,NZKE
Waikabubak-Sumba Island,Indonesia,TMC,WADT
Waikoloa Village,United States,WKL,HI07
Waingapu,Indonesia,WGP,WADW
Wainwright,United States,AIN,PAWI
Waiouru,New Zealand,\N,NZRU
Wairoa,New Zealand,WIR,NZWO
Wajima,Japan,NTQ,RJNW
Wajir,Kenya,WJR,HKWJ
Wake island,Wake Island,AWK,PWAK
Wakkanai,Japan,WKJ,RJCW
Walaha,Vanuatu,WLH,NVSW
Wales,United States,WAA,PAIW
Walgett,Australia,WGE,YWLG
Walker's Cay,Bahamas,WKR,MYAW
Walla Walla,United States,ALW,KALW
Wallace,United States,\N,KACZ
Wallis,Wallis and Futuna,WLS,NLWW
Wallops Island,United States,WAL,KWAL
Walvis Bay,Namibia,WVB,FYWB
Wamena,Indonesia,WMX,WAJW
Wana,Pakistan,WAF,OPWN
Wanaka,New Zealand,WKA,NZWF
Wang An,Taiwan,WOT,RCWA
Wanganui,New Zealand,WAG,NZWU
Wangen-Lachen,Switzerland,\N,LSPV
Wangerooge,Germany,AGE,EDWG
Wanxian,China,WXN,ZUWX
Wapenamanda,Papua New Guinea,WBM,AYWD
Warburton Community,Australia,\N,YWBR
Waris-Papua Island,Indonesia,WAR,WAJR
Warnervale Airport,Australia,\N,YWVA
Warrnambool,Australia,WMB,YWBL
Warsaw,Poland,\N,EPBC
Warsaw,Poland,WAW,EPWA
Warsaw,Poland,WMI,EPMO
Warsaw,United States,\N,KASW
Warton,United Kingdom,WRT,EGNO
Washabo,Suriname,WSO,SMWS
Washington,United States,DCA,KDCA
Washington,United States,IAD,KIAD
Washington,United States,OCW,KOCW
Washington County,United States,WST,KWST
Wasilla,United States,WWA,PAWS
Wasior,Indonesia,WSR,WASW
Waskaganish,Canada,YKQ,CYKQ
Waspam,Nicaragua,WSP,MNWP
Wassau,United States,CWA,KCWA
Waterford,Ireland,WAT,EIWF
Waterkloof,South Africa,WKF,FAWK
Waterloo,Canada,YKF,CYKF
Waterloo,United States,ALO,KALO
Watertown,United States,ART,KART
Watertown,United States,ATY,KATY
Waterville,Canada,\N,CCW3
Watson Lake,Canada,YQH,CYQH
Watsonville,United States,WVI,KWVI
Wattisham,United Kingdom,\N,EGUW
Wau,Sudan,WUU,HSWW
Waupaca,United States,\N,KPCZ
Wausau,United States,AUW,KAUW
Wawa,Canada,YXZ,CYXZ
Waycross,United States,AYS,KAYS
Webequie,Canada,YWP,CYWP
Weelde,Belgium,\N,EBWE
Weert,Netherlands,\N,EHBD
Weeze,Germany,NRN,EDLV
Weifang,China,WEF,ZSWF
Weihai,China,WEH,ZSWH
Weinheim,Germany,\N,EDGZ
Weipa,Australia,WEI,YBWP
Wejh,Saudi Arabia,EJH,OEWJ
Wekweeti,Canada,YFJ,CFJ2
Welkom,South Africa,\N,FAWM
Wellesbourne,United Kingdom,\N,EGBW
Wellington,New Zealand,WLG,NZWN
Wellington,United States,\N,KEGT
Wels,Austria,\N,LOLW
Welzow,Germany,\N,EDCY
Wemindji,Canada,YNC,CYNC
Wenatchee,United States,EAT,KEAT
Wendover,United States,ENV,KENV
Wenzhou,China,WNZ,ZSWZ
Wershofen,Germany,\N,EDRV
WEST BEND,United States,ETB,KETB
West Chicago,United States,DPA,KDPA
West Goshen Township,United States,\N,KOQN
West Hampton Beach,United States,FOK,KFOK
West Melton,New Zealand,\N,NZWL
West Palm Beach,United States,LNA,KLNA
West Palm Beach,United States,PBI,KPBI
West Tinian,Northern Mariana Islands,TIQ,PGWT
West Wyalong,Australia,WWY,YWWL
West Yellowstone,United States,WYS,KWYS
Westerland,Germany,GWT,EDXW
Westfield,United States,BAF,KBAF
Westport,New Zealand,WSZ,NZWS
Westray,United Kingdom,WRY,EGEW
Wewak,Papua New Guinea,WWK,AYWK
Weydon,Antarctica,\N,NZWD
Weyers Cave,United States,SHD,KSHD
Whakatane,New Zealand,WHK,NZWK
Whale Cove,Canada,YXN,CYXN
Whangarei,New Zealand,WRE,NZWR
Whatì,Canada,YLE,CEM3
Wheeling,United States,HLG,KHLG
Whenuapai,New Zealand,\N,NZWP
Whidbey Island,United States,NUW,KNUW
Whistler,Canada,YWS,CAE5
White Mountain,United States,WMO,PAWM
White Plains,United States,HPN,KHPN
White Sands,United States,WSD,KWSD
Whitecourt,Canada,YZU,CYZU
Whitehorse,Canada,YXY,CYXY
Whitehorse,Canada,\N,CEZ5
Whitianga,New Zealand,WTZ,NZWT
Whittier,United States,\N,PAWR
Whyalla,Australia,WYA,YWHA
Wiarton,Canada,YVV,CYVV
Wichita,United States,ICT,KICT
Wichita,United States,IAB,KIAB
Wichita,United States,BEC,KBEC
Wichita Falls,United States,SPS,KSPS
Wick,United Kingdom,WIC,EGPC
Wickenburg,United States,\N,KE25
Wide Awake,Saint Helena,ASI,FHAW
Wiener Neustadt Ost,Austria,\N,LOAN
Wiesbaden,Germany,WIE,ETOU
Wigram,New Zealand,\N,NZWG
Wilcannia,Australia,WIO,YWCA
Wildenrath,Germany,\N,EDUW
Wildwood,United States,WWD,KWWD
Wilhelmshaven,Germany,WVN,EDWI
Wilkes-Barre,United States,WBW,KWBW
Willemstad,Netherlands Antilles,CUR,TNCC
William Creek,Australia,\N,YWMC
Williams Harbour,Canada,YWM,CCA6
Williams Lake,Canada,YWL,CYWL
Williamsburg,United States,\N,KJGG
Williamson,United States,\N,KSDC
Williamsport,United States,IPT,KIPT
Willimantic,United States,\N,KIJD
Williston,United States,ISN,KISN
Williston Lake,Canada,\N,CBA9
Willoughby,United States,LNN,KLNN
Willow Grove,United States,NXX,KNXX
Wilmington,United States,ILM,KILM
Wilmington,United States,ILG,KILG
Wilmington,United States,ILN,KILN
Wiluna,Australia,WUN,YWLU
Winder,United States,WDR,KWDR
Windhoek,Namibia,WDH,FYWH
Windhoek,Namibia,ERS,FYWE
Windom,United States,\N,KMWM
